#Iteration center.0 center.1 sigma.0 sigma.1 height
27055000 -2.533244 -0.70229309 0.3 0.3 0.3
27056000 2.3304258 -0.64595522 0.3 0.3 0.3
27057000 3.0539733 -0.89535488 0.3 0.3 0.3
27058000 3.0140219 -1.0414283 0.3 0.3 0.3
27059000 2.8882653 -0.16241209 0.3 0.3 0.3
27060000 -2.9780418 0.89798302 0.3 0.3 0.3
27061000 2.9519608 0.31021976 0.3 0.3 0.3
27062000 3.0760307 -0.88618835 0.3 0.3 0.3
27063000 -2.9639012 -1.0706089 0.3 0.3 0.3
27064000 -2.6858885 -0.871571 0.3 0.3 0.3
27065000 2.9061224 -1.1355499 0.3 0.3 0.3
27066000 2.5177724 0.045646467 0.3 0.3 0.3
27067000 -2.653783 -0.4159754 0.3 0.3 0.3
27068000 2.9047272 -0.24676052 0.3 0.3 0.3
27069000 -3.0761367 -1.0622148 0.3 0.3 0.3
27070000 -2.9707849 -1.5490007 0.3 0.3 0.3
27071000 2.1944016 -0.40133523 0.3 0.3 0.3
27072000 0.4582506 -0.51828535 0.3 0.3 0.3
27073000 -0.33036575 -0.088612122 0.3 0.3 0.3
27074000 -1.3193612 0.47837853 0.3 0.3 0.3
27075000 -0.8137509 1.260126 0.3 0.3 0.3
27076000 -0.50238532 0.92607357 0.3 0.3 0.3
27077000 0.46267851 0.82634397 0.3 0.3 0.3
27078000 0.56145224 2.4006022 0.3 0.3 0.3
27079000 0.41897055 1.6934656 0.3 0.3 0.3
27080000 0.33629381 1.3517968 0.3 0.3 0.3
27081000 -0.6122609 1.6426942 0.3 0.3 0.3
27082000 -0.23348153 2.2575928 0.3 0.3 0.3
27083000 -1.3809763 1.8760302 0.3 0.3 0.3
27084000 -1.3870045 1.2945571 0.3 0.3 0.3
27085000 -0.64621552 2.2199023 0.3 0.3 0.3
27086000 -0.42025005 1.3007664 0.3 0.3 0.3
27087000 -0.56194242 0.64151179 0.3 0.3 0.3
27088000 0.085943218 0.36605336 0.3 0.3 0.3
27089000 -0.74894107 0.38381887 0.3 0.3 0.3
27090000 0.1070119 -0.79979175 0.3 0.3 0.3
27091000 -0.0056255782 -0.1885848 0.3 0.3 0.3
27092000 -0.21750145 -0.40195424 0.3 0.3 0.3
27093000 -0.10761652 -0.060813446 0.3 0.3 0.3
27094000 0.43033978 -1.1686905 0.3 0.3 0.3
27095000 0.17011534 -1.0857202 0.3 0.3 0.3
27096000 -1.2533617 -0.9630583 0.3 0.3 0.3
27097000 -0.96155591 -0.5483358 0.3 0.3 0.3
27098000 -0.81034895 -0.7264938 0.3 0.3 0.3
27099000 -0.57933242 -1.3595538 0.3 0.3 0.3
27100000 -0.37984383 -0.63186701 0.3 0.3 0.3
27101000 -0.51817309 0.079031828 0.3 0.3 0.3
27102000 -0.83908731 0.28223795 0.3 0.3 0.3
27103000 0.51238458 -0.94081141 0.3 0.3 0.3
27104000 0.54931534 -0.8708372 0.3 0.3 0.3
27105000 0.81923656 -2.7429328 0.3 0.3 0.3
27106000 0.60517224 -2.164618 0.3 0.3 0.3
27107000 1.3051331 -1.8706504 0.3 0.3 0.3
27108000 0.13851565 -0.87114703 0.3 0.3 0.3
27109000 1.6419779 -0.77093905 0.3 0.3 0.3
27110000 2.0450866 -0.58523895 0.3 0.3 0.3
27111000 2.2073484 0.35902551 0.3 0.3 0.3
27112000 1.0876061 0.23981043 0.3 0.3 0.3
27113000 1.7919091 0.15178014 0.3 0.3 0.3
27114000 0.68247562 2.1670933 0.3 0.3 0.3
27115000 -0.13013662 2.377733 0.3 0.3 0.3
27116000 -1.2605204 2.4141999 0.3 0.3 0.3
27117000 -1.2850414 2.8733428 0.3 0.3 0.3
27118000 -1.5393878 3.0137389 0.3 0.3 0.3
27119000 -0.89382625 2.6336489 0.3 0.3 0.3
27120000 -0.53437631 2.1852337 0.3 0.3 0.3
27121000 -2.7672276 1.0350092 0.3 0.3 0.3
27122000 -2.9262592 -0.59212305 0.3 0.3 0.3
27123000 -1.9265014 -1.8556274 0.3 0.3 0.3
27124000 -1.5158909 -1.0119931 0.3 0.3 0.3
27125000 -2.2941184 -0.37787518 0.3 0.3 0.3
27126000 2.313889 0.47751009 0.3 0.3 0.3
27127000 2.7892699 0.70394471 0.3 0.3 0.3
27128000 -2.3411932 0.85822465 0.3 0.3 0.3
27129000 -2.3252716 -0.50410084 0.3 0.3 0.3
27130000 -2.1596345 -1.0909932 0.3 0.3 0.3
27131000 -1.6327058 -2.9680547 0.3 0.3 0.3
27132000 -1.6798433 -1.9432424 0.3 0.3 0.3
27133000 -1.9496618 -2.5465347 0.3 0.3 0.3
27134000 -1.5957652 -2.9760423 0.3 0.3 0.3
27135000 -1.0633467 2.8468536 0.3 0.3 0.3
27136000 -1.1210213 2.5988483 0.3 0.3 0.3
27137000 -0.65522553 3.0024694 0.3 0.3 0.3
27138000 -0.14205277 2.9128779 0.3 0.3 0.3
27139000 -0.23703866 2.1615771 0.3 0.3 0.3
27140000 2.161158 3.0955788 0.3 0.3 0.3
27141000 -2.9691982 0.98010106 0.3 0.3 0.3
27142000 2.6396929 1.1177726 0.3 0.3 0.3
27143000 2.4738042 0.75770416 0.3 0.3 0.3
27144000 2.9408422 1.6759631 0.3 0.3 0.3
27145000 -2.9803999 2.0878514 0.3 0.3 0.3
27146000 -0.76940527 0.77626325 0.3 0.3 0.3
27147000 -1.0360769 1.2600997 0.3 0.3 0.3
27148000 -0.58392782 2.0066577 0.3 0.3 0.3
27149000 0.30244434 1.0265941 0.3 0.3 0.3
27150000 -0.36155437 0.98751359 0.3 0.3 0.3
27151000 -0.69541816 0.74154049 0.3 0.3 0.3
27152000 -0.55082856 0.95613097 0.3 0.3 0.3
27153000 0.39695811 1.3672932 0.3 0.3 0.3
27154000 0.0054816262 1.3298159 0.3 0.3 0.3
27155000 0.12847959 1.0799396 0.3 0.3 0.3
27156000 1.0831999 -0.65300909 0.3 0.3 0.3
27157000 0.85668915 0.24730559 0.3 0.3 0.3
27158000 0.67261849 -0.59581812 0.3 0.3 0.3
27159000 1.4873882 -0.29842948 0.3 0.3 0.3
27160000 0.7128681 -1.4878399 0.3 0.3 0.3
27161000 1.2065003 -2.182335 0.3 0.3 0.3
27162000 1.6361825 -2.76524 0.3 0.3 0.3
27163000 0.7338819 1.6621058 0.3 0.3 0.3
27164000 1.673957 1.2692686 0.3 0.3 0.3
27165000 2.2814816 0.77691615 0.3 0.3 0.3
27166000 2.2996201 0.39293448 0.3 0.3 0.3
27167000 1.8348897 0.059175515 0.3 0.3 0.3
27168000 2.1045154 1.1249629 0.3 0.3 0.3
27169000 2.1132101 0.77828633 0.3 0.3 0.3
27170000 3.0734712 0.58254667 0.3 0.3 0.3
27171000 -3.0434952 0.39734335 0.3 0.3 0.3
27172000 1.5116322 0.114906 0.3 0.3 0.3
27173000 0.9438284 0.020796087 0.3 0.3 0.3
27174000 0.46063526 -0.21613027 0.3 0.3 0.3
27175000 1.0255609 -0.36845421 0.3 0.3 0.3
27176000 1.8486337 0.023849173 0.3 0.3 0.3
27177000 1.1583526 -0.58714295 0.3 0.3 0.3
27178000 1.8527068 -0.15125837 0.3 0.3 0.3
27179000 0.95044382 0.2813518 0.3 0.3 0.3
27180000 0.44575902 0.35535205 0.3 0.3 0.3
27181000 0.8310332 -0.19486511 0.3 0.3 0.3
27182000 0.35381407 2.3001844 0.3 0.3 0.3
27183000 -0.094720124 1.6976922 0.3 0.3 0.3
27184000 0.32357305 0.30856315 0.3 0.3 0.3
27185000 -1.4728677 0.64725313 0.3 0.3 0.3
27186000 -1.0652089 0.84097695 0.3 0.3 0.3
27187000 -2.3829753 1.9274936 0.3 0.3 0.3
27188000 -1.683911 1.3487506 0.3 0.3 0.3
27189000 -1.8777087 1.9505279 0.3 0.3 0.3
27190000 -2.553877 2.2905849 0.3 0.3 0.3
27191000 -2.2928084 2.1750267 0.3 0.3 0.3
27192000 -2.2004566 2.7680083 0.3 0.3 0.3
27193000 2.9470125 2.5601347 0.3 0.3 0.3
27194000 3.1193537 2.6832128 0.3 0.3 0.3
27195000 -3.063298 2.9282302 0.3 0.3 0.3
27196000 -2.5847062 1.6882056 0.3 0.3 0.3
27197000 2.7790694 2.7006609 0.3 0.3 0.3
27198000 -2.4721222 1.652528 0.3 0.3 0.3
27199000 -2.1206977 1.1924155 0.3 0.3 0.3
27200000 -1.7180324 0.80242039 0.3 0.3 0.3
27201000 -1.2332289 0.26558504 0.3 0.3 0.3
27202000 -1.6457012 0.011319788 0.3 0.3 0.3
27203000 1.9590993 -0.31622797 0.3 0.3 0.3
27204000 1.8759918 0.10694087 0.3 0.3 0.3
27205000 2.3827611 0.50855757 0.3 0.3 0.3
27206000 0.74870303 0.16332028 0.3 0.3 0.3
27207000 0.48460549 0.74042081 0.3 0.3 0.3
27208000 0.4633267 1.5217131 0.3 0.3 0.3
27209000 1.7467455 1.348782 0.3 0.3 0.3
27210000 1.5233718 1.6129785 0.3 0.3 0.3
27211000 1.1406907 2.0345276 0.3 0.3 0.3
27212000 1.7178279 0.93733672 0.3 0.3 0.3
27213000 2.628415 1.1219584 0.3 0.3 0.3
27214000 -2.9154851 0.56868855 0.3 0.3 0.3
27215000 -1.8309943 1.770037 0.3 0.3 0.3
27216000 -1.3776454 -0.087547776 0.3 0.3 0.3
27217000 -0.7703103 -1.6498021 0.3 0.3 0.3
27218000 -0.15461564 -2.2522821 0.3 0.3 0.3
27219000 0.4895252 -1.5414977 0.3 0.3 0.3
27220000 0.50760828 -2.2458872 0.3 0.3 0.3
27221000 1.664424 -2.072289 0.3 0.3 0.3
27222000 1.7675107 1.7893446 0.3 0.3 0.3
27223000 1.983385 2.4953387 0.3 0.3 0.3
27224000 0.9659138 0.78008011 0.3 0.3 0.3
27225000 1.6862739 0.9405955 0.3 0.3 0.3
27226000 1.7774556 0.50012057 0.3 0.3 0.3
27227000 2.0775035 -2.7987651 0.3 0.3 0.3
27228000 1.3873594 -2.6471495 0.3 0.3 0.3
27229000 1.1541692 -0.78701309 0.3 0.3 0.3
27230000 1.3507947 -0.33447586 0.3 0.3 0.3
27231000 2.1595223 -0.25123529 0.3 0.3 0.3
27232000 2.5221485 0.36567148 0.3 0.3 0.3
27233000 0.41746166 1.380024 0.3 0.3 0.3
27234000 0.68440251 1.1153802 0.3 0.3 0.3
27235000 1.0310606 0.69755535 0.3 0.3 0.3
27236000 1.3138561 0.59788951 0.3 0.3 0.3
27237000 1.4238731 1.9083245 0.3 0.3 0.3
27238000 1.8856303 1.3684286 0.3 0.3 0.3
27239000 1.9244657 0.90050319 0.3 0.3 0.3
27240000 1.4164141 1.3628925 0.3 0.3 0.3
27241000 1.2316239 1.7930708 0.3 0.3 0.3
27242000 1.1478031 1.3378235 0.3 0.3 0.3
27243000 0.85466443 2.5244689 0.3 0.3 0.3
27244000 -1.234329 2.3976961 0.3 0.3 0.3
27245000 -1.0919445 1.3284956 0.3 0.3 0.3
27246000 -1.7375956 2.4628027 0.3 0.3 0.3
27247000 -1.0288173 2.804936 0.3 0.3 0.3
27248000 -0.38483219 -3.0686512 0.3 0.3 0.3
27249000 -0.79181695 -2.9845799 0.3 0.3 0.3
27250000 -1.2291533 -3.0646124 0.3 0.3 0.3
27251000 -0.77446896 -2.7407306 0.3 0.3 0.3
27252000 -0.25798403 -2.5532629 0.3 0.3 0.3
27253000 -1.2804203 -1.2833319 0.3 0.3 0.3
27254000 -0.77885083 -3.0271726 0.3 0.3 0.3
27255000 1.5020671 1.1165271 0.3 0.3 0.3
27256000 1.1344377 -0.13590603 0.3 0.3 0.3
27257000 -0.012060027 1.2448046 0.3 0.3 0.3
27258000 -0.38496353 2.7282084 0.3 0.3 0.3
27259000 -1.390761 2.3823553 0.3 0.3 0.3
27260000 -1.8198347 2.1333016 0.3 0.3 0.3
27261000 -0.62940702 2.284728 0.3 0.3 0.3
27262000 -0.21815234 0.22134232 0.3 0.3 0.3
27263000 -0.65443992 0.13705433 0.3 0.3 0.3
27264000 -2.2833129 -0.65260554 0.3 0.3 0.3
27265000 -1.3424234 0.073010667 0.3 0.3 0.3
27266000 -0.12991976 -0.37945989 0.3 0.3 0.3
27267000 -0.23835519 -0.80928926 0.3 0.3 0.3
27268000 -0.15968356 -1.065703 0.3 0.3 0.3
27269000 -1.4498417 -0.23179523 0.3 0.3 0.3
27270000 0.39281705 -1.5827242 0.3 0.3 0.3
27271000 0.11205067 -0.13473262 0.3 0.3 0.3
27272000 0.42448569 2.1169016 0.3 0.3 0.3
27273000 0.4374053 2.6192431 0.3 0.3 0.3
27274000 2.0082472 0.9920885 0.3 0.3 0.3
27275000 2.2843429 2.0265983 0.3 0.3 0.3
27276000 2.2741062 1.5689484 0.3 0.3 0.3
27277000 -2.46631 0.6796721 0.3 0.3 0.3
27278000 -2.9565638 1.1187401 0.3 0.3 0.3
27279000 -0.89415095 -1.5409075 0.3 0.3 0.3
27280000 -1.7974979 -1.4169785 0.3 0.3 0.3
27281000 -1.898302 -2.5374147 0.3 0.3 0.3
27282000 -2.1314211 -2.0206787 0.3 0.3 0.3
27283000 -2.129953 -2.0467044 0.3 0.3 0.3
27284000 -1.4356376 -2.0458052 0.3 0.3 0.3
27285000 -2.4304208 -0.031985687 0.3 0.3 0.3
27286000 -2.8300398 -1.6246027 0.3 0.3 0.3
27287000 -2.12165 -1.5430972 0.3 0.3 0.3
27288000 -1.6732714 -1.4749861 0.3 0.3 0.3
27289000 -2.5010678 -2.089461 0.3 0.3 0.3
27290000 -3.0382019 -2.2374706 0.3 0.3 0.3
27291000 3.0306302 -2.4218109 0.3 0.3 0.3
27292000 2.1084651 -2.6687804 0.3 0.3 0.3
27293000 1.8519019 2.4698544 0.3 0.3 0.3
27294000 0.86326593 -3.116 0.3 0.3 0.3
27295000 0.016018954 -2.484196 0.3 0.3 0.3
27296000 -1.0862248 -2.696519 0.3 0.3 0.3
27297000 -0.51938527 -1.5816457 0.3 0.3 0.3
27298000 -0.46373443 -2.124133 0.3 0.3 0.3
27299000 0.57611554 -1.4366095 0.3 0.3 0.3
27300000 0.39712677 -1.9064651 0.3 0.3 0.3
27301000 -0.32870381 -1.5979978 0.3 0.3 0.3
27302000 -0.083879924 -2.8570957 0.3 0.3 0.3
27303000 2.0249088 3.1067552 0.3 0.3 0.3
27304000 2.5676614 -3.0047682 0.3 0.3 0.3
27305000 2.4418768 -2.1776304 0.3 0.3 0.3
27306000 -3.123513 -2.4721168 0.3 0.3 0.3
27307000 -3.0560931 -2.5802111 0.3 0.3 0.3
27308000 2.5704963 2.91203 0.3 0.3 0.3
27309000 -2.2386951 -2.5223733 0.3 0.3 0.3
27310000 2.7893683 -2.770918 0.3 0.3 0.3
27311000 -2.3253892 2.0494478 0.3 0.3 0.3
27312000 2.2867217 1.0195478 0.3 0.3 0.3
27313000 -3.0492493 0.09067858 0.3 0.3 0.3
27314000 -2.9925189 0.45601035 0.3 0.3 0.3
27315000 3.128575 2.5203255 0.3 0.3 0.3
27316000 -2.932297 2.2819056 0.3 0.3 0.3
27317000 -2.3838121 1.2472348 0.3 0.3 0.3
27318000 -2.6559735 0.27018185 0.3 0.3 0.3
27319000 -2.8949123 0.92565133 0.3 0.3 0.3
27320000 -2.7012431 0.98298446 0.3 0.3 0.3
27321000 -1.6812224 0.92561526 0.3 0.3 0.3
27322000 -1.5950741 1.6134917 0.3 0.3 0.3
27323000 -0.30482338 -1.0342164 0.3 0.3 0.3
27324000 0.78251496 -1.8766353 0.3 0.3 0.3
27325000 0.31848814 -1.2817958 0.3 0.3 0.3
27326000 1.3291077 -1.9147338 0.3 0.3 0.3
27327000 0.9372128 -1.5117545 0.3 0.3 0.3
27328000 0.96313091 -1.1997725 0.3 0.3 0.3
27329000 0.62411336 -1.7565619 0.3 0.3 0.3
27330000 -1.0255014 -0.91298735 0.3 0.3 0.3
27331000 -1.0780803 0.10062488 0.3 0.3 0.3
27332000 -2.9714468 1.3108035 0.3 0.3 0.3
27333000 -1.8742446 2.406279 0.3 0.3 0.3
27334000 -1.5592034 2.1955971 0.3 0.3 0.3
27335000 -0.51594676 2.8041935 0.3 0.3 0.3
27336000 0.2708639 1.1476543 0.3 0.3 0.3
27337000 -0.26725741 -2.9604375 0.3 0.3 0.3
27338000 -2.4429048 2.5768142 0.3 0.3 0.3
27339000 -2.8964105 2.0244032 0.3 0.3 0.3
27340000 -2.8039164 2.3065326 0.3 0.3 0.3
27341000 -2.458938 2.0766105 0.3 0.3 0.3
27342000 -1.5976432 2.6734944 0.3 0.3 0.3
27343000 -0.8905374 -2.9583282 0.3 0.3 0.3
27344000 2.2590588 -2.6022429 0.3 0.3 0.3
27345000 2.9397898 -2.8734597 0.3 0.3 0.3
27346000 2.7793263 3.0660218 0.3 0.3 0.3
27347000 2.2802724 -2.88718 0.3 0.3 0.3
27348000 2.6479412 1.4344976 0.3 0.3 0.3
27349000 2.4931382 -2.7772776 0.3 0.3 0.3
27350000 -2.5879413 3.1083488 0.3 0.3 0.3
27351000 3.0702106 1.3197724 0.3 0.3 0.3
27352000 2.4256457 1.8173904 0.3 0.3 0.3
27353000 2.1239577 0.88172239 0.3 0.3 0.3
27354000 2.6467759 1.452567 0.3 0.3 0.3
27355000 2.0026102 1.8762584 0.3 0.3 0.3
27356000 0.78072156 -1.8057262 0.3 0.3 0.3
27357000 1.3575975 -1.5878899 0.3 0.3 0.3
27358000 1.328353 -1.9988062 0.3 0.3 0.3
27359000 1.8460764 -1.3999046 0.3 0.3 0.3
27360000 2.4096375 -1.705868 0.3 0.3 0.3
27361000 2.5024219 -3.0579029 0.3 0.3 0.3
27362000 2.3105368 -2.5092413 0.3 0.3 0.3
27363000 1.1563349 -2.4357733 0.3 0.3 0.3
27364000 0.83932524 -0.76412331 0.3 0.3 0.3
27365000 0.61941149 -0.14725361 0.3 0.3 0.3
27366000 -0.32481187 -0.74011639 0.3 0.3 0.3
27367000 -0.5260742 -0.77876942 0.3 0.3 0.3
27368000 -0.84879124 -0.40271768 0.3 0.3 0.3
27369000 -1.6059741 0.59905693 0.3 0.3 0.3
27370000 -2.0991397 -0.23644835 0.3 0.3 0.3
27371000 -2.0702278 -0.29807651 0.3 0.3 0.3
27372000 -1.0562256 0.8254295 0.3 0.3 0.3
27373000 -0.65735749 0.69680399 0.3 0.3 0.3
27374000 -0.062228725 -0.093988432 0.3 0.3 0.3
27375000 1.9144358 -2.1357089 0.3 0.3 0.3
27376000 1.6616577 -2.8043881 0.3 0.3 0.3
27377000 1.0650004 -2.2211938 0.3 0.3 0.3
27378000 1.6117251 -2.5227771 0.3 0.3 0.3
27379000 2.0131394 -2.3748743 0.3 0.3 0.3
27380000 1.6630697 -1.1482654 0.3 0.3 0.3
27381000 1.5290831 -1.628167 0.3 0.3 0.3
27382000 2.2428045 -1.2858431 0.3 0.3 0.3
27383000 0.45896603 -0.81665559 0.3 0.3 0.3
27384000 1.222709 -1.8015458 0.3 0.3 0.3
27385000 0.60292326 -1.1397094 0.3 0.3 0.3
27386000 1.0753257 -1.7530728 0.3 0.3 0.3
27387000 -1.3743953 -0.093074696 0.3 0.3 0.3
27388000 -0.99305235 0.36527468 0.3 0.3 0.3
27389000 -1.0892173 0.93360155 0.3 0.3 0.3
27390000 -0.91186757 0.8818087 0.3 0.3 0.3
27391000 -0.22643552 -0.20284305 0.3 0.3 0.3
27392000 -1.7769233 0.82758543 0.3 0.3 0.3
27393000 -1.5885738 0.39045495 0.3 0.3 0.3
27394000 -1.0780205 -0.064845912 0.3 0.3 0.3
27395000 -2.2730129 -0.57103869 0.3 0.3 0.3
27396000 -0.88144035 -0.44264402 0.3 0.3 0.3
27397000 -0.52163661 -1.6232848 0.3 0.3 0.3
27398000 -0.52258211 -2.5303193 0.3 0.3 0.3
27399000 -1.536157 -2.5927864 0.3 0.3 0.3
27400000 -1.1820503 -1.7551162 0.3 0.3 0.3
27401000 -0.035526191 -2.7099388 0.3 0.3 0.3
27402000 0.80004948 -2.8042064 0.3 0.3 0.3
27403000 2.0805751 3.0999593 0.3 0.3 0.3
27404000 2.7893228 1.9319192 0.3 0.3 0.3
27405000 2.5176106 3.0780357 0.3 0.3 0.3
27406000 2.7479823 -2.737062 0.3 0.3 0.3
27407000 2.8062229 -2.4107051 0.3 0.3 0.3
27408000 -2.0209335 -1.5654177 0.3 0.3 0.3
27409000 -1.9322171 -2.4303045 0.3 0.3 0.3
27410000 -1.9955576 -2.0842199 0.3 0.3 0.3
27411000 -0.39130565 -2.2652424 0.3 0.3 0.3
27412000 -0.20727797 -1.6549449 0.3 0.3 0.3
27413000 1.2515948 -2.5374851 0.3 0.3 0.3
27414000 -1.9439159 -2.978778 0.3 0.3 0.3
27415000 -1.3878215 -2.6821215 0.3 0.3 0.3
27416000 -1.3254504 -0.22486942 0.3 0.3 0.3
27417000 -2.1478424 -0.8876265 0.3 0.3 0.3
27418000 -2.2764558 -1.6513041 0.3 0.3 0.3
27419000 -2.4295837 -0.045637415 0.3 0.3 0.3
27420000 -1.6580971 -0.22689585 0.3 0.3 0.3
27421000 -0.98254591 0.48433882 0.3 0.3 0.3
27422000 -0.02699526 0.026352171 0.3 0.3 0.3
27423000 -0.56024677 0.5995387 0.3 0.3 0.3
27424000 -1.729191 1.5535316 0.3 0.3 0.3
27425000 -1.4865489 1.7747507 0.3 0.3 0.3
27426000 -1.4801976 1.7099502 0.3 0.3 0.3
27427000 -1.3070711 1.4369942 0.3 0.3 0.3
27428000 -1.1287986 1.8509097 0.3 0.3 0.3
27429000 -1.8479527 2.2120602 0.3 0.3 0.3
27430000 -1.0376329 2.1081005 0.3 0.3 0.3
27431000 -1.5159857 1.8308861 0.3 0.3 0.3
27432000 -0.84887682 2.8926539 0.3 0.3 0.3
27433000 -0.69305682 2.5582909 0.3 0.3 0.3
27434000 -0.60384559 2.6800599 0.3 0.3 0.3
27435000 -1.0451488 2.4149642 0.3 0.3 0.3
27436000 -0.11200135 1.9581732 0.3 0.3 0.3
27437000 -0.74743117 2.6601799 0.3 0.3 0.3
27438000 -0.15471865 -2.8757175 0.3 0.3 0.3
27439000 -0.7841915 2.2711662 0.3 0.3 0.3
27440000 -2.3714411 3.0183449 0.3 0.3 0.3
27441000 -2.2887994 -2.6134846 0.3 0.3 0.3
27442000 -2.2979668 -2.5009842 0.3 0.3 0.3
27443000 -2.5159111 3.1331412 0.3 0.3 0.3
27444000 -0.90833479 -2.3783007 0.3 0.3 0.3
27445000 -1.3543622 2.0395446 0.3 0.3 0.3
27446000 -0.37764613 1.9964985 0.3 0.3 0.3
27447000 1.7463702 1.5154897 0.3 0.3 0.3
27448000 0.9819134 2.2438252 0.3 0.3 0.3
27449000 1.2151675 0.98832667 0.3 0.3 0.3
27450000 1.4596812 1.6429801 0.3 0.3 0.3
27451000 0.46003574 0.67173564 0.3 0.3 0.3
27452000 1.4368426 1.1498354 0.3 0.3 0.3
27453000 0.80948477 0.7325853 0.3 0.3 0.3
27454000 0.82733628 0.23278117 0.3 0.3 0.3
27455000 0.27861051 2.258221 0.3 0.3 0.3
27456000 1.6162643 1.7077952 0.3 0.3 0.3
27457000 1.616464 1.0790314 0.3 0.3 0.3
27458000 1.8280049 0.81022714 0.3 0.3 0.3
27459000 2.1017683 0.97064719 0.3 0.3 0.3
27460000 1.6498545 1.6737514 0.3 0.3 0.3
27461000 0.3974561 1.46004 0.3 0.3 0.3
27462000 -1.7312464 1.8649406 0.3 0.3 0.3
27463000 -2.0072223 2.7056597 0.3 0.3 0.3
27464000 -2.8347529 -3.0411264 0.3 0.3 0.3
27465000 2.8429542 2.5627006 0.3 0.3 0.3
27466000 -2.2285333 2.8719977 0.3 0.3 0.3
27467000 -1.7889759 2.9822708 0.3 0.3 0.3
27468000 -2.5880546 -3.0119312 0.3 0.3 0.3
27469000 -2.6552311 -2.0639533 0.3 0.3 0.3
27470000 -0.99963101 -1.6291086 0.3 0.3 0.3
27471000 -1.3468312 -2.1120408 0.3 0.3 0.3
27472000 -1.109072 -2.564869 0.3 0.3 0.3
27473000 -1.2232605 2.9464695 0.3 0.3 0.3
27474000 -1.4554771 -2.3498617 0.3 0.3 0.3
27475000 -1.2489644 -2.3478011 0.3 0.3 0.3
27476000 -1.8639746 -2.5781575 0.3 0.3 0.3
27477000 0.065418688 2.9017708 0.3 0.3 0.3
27478000 -0.13792121 2.8738895 0.3 0.3 0.3
27479000 -1.3703218 -2.3824059 0.3 0.3 0.3
27480000 0.50551751 3.115235 0.3 0.3 0.3
27481000 0.41636149 -3.0585029 0.3 0.3 0.3
27482000 1.0990465 2.8398715 0.3 0.3 0.3
27483000 3.1043065 -3.0518508 0.3 0.3 0.3
27484000 2.9975548 -3.0167119 0.3 0.3 0.3
27485000 -2.71204 -2.533722 0.3 0.3 0.3
27486000 -1.580999 -3.0396083 0.3 0.3 0.3
27487000 0.19204946 2.5487224 0.3 0.3 0.3
27488000 -0.10303426 2.779841 0.3 0.3 0.3
27489000 -0.23350135 -3.0768876 0.3 0.3 0.3
27490000 -0.0038038558 -2.3376215 0.3 0.3 0.3
27491000 1.4112222 -2.2424293 0.3 0.3 0.3
27492000 0.71398292 3.125529 0.3 0.3 0.3
27493000 0.79680041 -3.0480005 0.3 0.3 0.3
27494000 0.58294152 -1.6789517 0.3 0.3 0.3
27495000 0.20775464 -2.859064 0.3 0.3 0.3
27496000 0.571576 -2.7318854 0.3 0.3 0.3
27497000 -0.34226711 -1.239656 0.3 0.3 0.3
27498000 0.24369327 -1.3292654 0.3 0.3 0.3
27499000 -0.35937748 -2.1363256 0.3 0.3 0.3
27500000 -0.37697194 -2.3003559 0.3 0.3 0.3
27501000 -0.34276738 -2.2907777 0.3 0.3 0.3
27502000 -1.048273 -1.8991147 0.3 0.3 0.3
27503000 -0.44925591 -1.3185478 0.3 0.3 0.3
27504000 -0.87209233 -0.54347847 0.3 0.3 0.3
27505000 -0.4194198 -0.3147648 0.3 0.3 0.3
27506000 -0.61569787 -0.31141862 0.3 0.3 0.3
27507000 -1.6557133 0.18918426 0.3 0.3 0.3
27508000 -2.6928306 -0.5901841 0.3 0.3 0.3
27509000 -1.5278446 -1.0512928 0.3 0.3 0.3
27510000 2.7106106 -1.850556 0.3 0.3 0.3
27511000 -3.1145291 -0.85317262 0.3 0.3 0.3
27512000 2.4804935 -0.56445078 0.3 0.3 0.3
27513000 2.3543961 -0.99316731 0.3 0.3 0.3
27514000 1.8625677 0.0767265 0.3 0.3 0.3
27515000 2.1850859 -0.72207084 0.3 0.3 0.3
27516000 2.2215265 -0.94369591 0.3 0.3 0.3
27517000 1.9876846 -1.2947113 0.3 0.3 0.3
27518000 2.6015595 -1.9292774 0.3 0.3 0.3
27519000 -2.388213 -1.5141809 0.3 0.3 0.3
27520000 3.0546268 -1.0343958 0.3 0.3 0.3
27521000 -1.4909467 -1.2282313 0.3 0.3 0.3
27522000 -2.0203074 -1.0244299 0.3 0.3 0.3
27523000 -2.899937 -2.1270624 0.3 0.3 0.3
27524000 2.8877313 2.5050402 0.3 0.3 0.3
27525000 -2.6970263 2.3002225 0.3 0.3 0.3
27526000 2.4302755 2.3539671 0.3 0.3 0.3
27527000 -2.6217811 0.75243169 0.3 0.3 0.3
27528000 -1.5599797 3.0214134 0.3 0.3 0.3
27529000 -2.7414431 -2.7483863 0.3 0.3 0.3
27530000 2.8838253 2.6396245 0.3 0.3 0.3
27531000 2.9156547 2.8767286 0.3 0.3 0.3
27532000 -2.57616 2.8191845 0.3 0.3 0.3
27533000 -2.7785103 2.5825672 0.3 0.3 0.3
27534000 -1.6455457 0.21098882 0.3 0.3 0.3
27535000 -1.0339613 -1.8648675 0.3 0.3 0.3
27536000 -2.4912319 -1.8557318 0.3 0.3 0.3
27537000 -1.5773421 -2.8422805 0.3 0.3 0.3
